"pid3","weight","bias_wsj","bias_pbs","bias_npr","bias_cbs","bias_usa","bias_abc","bias_drg","bias_fox","bias_huf","bias_nyt"
"Republican ",0.567692203057534,"6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","3","7 - Conservative or pro-Republican party bias","6","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.21451063980425,"6","5","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","5","4 - No bias at all","5"
"Republican ",0.819867757562202,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","2","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","2"
"Republican ",1.42513885806255,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.07151234293091,"4 - No bias at all","3","3","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Democrat ",0.633787498642761,"5","2","1 - Liberal or pro-Democratic party bias","4 - No bias at all","3","3","5","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.4821940789721,"5","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","5","5","3","3","3"
"Independent ",1.18624358675689,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.6881998013553,"4 - No bias at all","3","3","3","5","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","2"
"Republican ",0.734366857192731,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.567692203057534,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","4 - No bias at all"
"Democrat ",0.69869550546494,"3","3","2","4 - No bias at all","2","5","2","7 - Conservative or pro-Republican party bias","2","2"
"Independent ",0.734366857192731,"3","3","3","4 - No bias at all","3","3","3","4 - No bias at all","2","3"
"Democrat ",1.2615778569208,"7 - Conservative or pro-Republican party bias","4 - No bias at all","3","5","5","4 - No bias at all","6","7 - Conservative or pro-Republican party bias","3","3"
"Republican ",0.609212411329635,"2","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","6","4 - No bias at all","4 - No bias at all","2"
"Democrat ",0.609212411329635,"3","5","3","5","3","5","4 - No bias at all","3","3","3"
"Independent ",1.22959120508365,"6","2","2","3","3","3","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.780043259950647,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.10168400176603,"7 - Conservative or pro-Republican party bias","2","2","3","5","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Other ",0.567692203057534,"5","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","4 - No bias at all"
"Independent ",1.32435561309879,"7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Independent ",1.19626643440477,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","3","2","5","4 - No bias at all","2","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.734366857192731,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.567692203057534,"5","4 - No bias at all","5","4 - No bias at all","3","4 - No bias at all","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","2","4 - No bias at all"
"Independent ",0.633787498642761,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","2","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.648700273592662,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","2","6","7 - Conservative or pro-Republican party bias"
"Democrat ",0.567692203057534,"4 - No bias at all","3","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all"
"Republican ",1.05896624448484,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","6","3","1 - Liberal or pro-Democratic party bias"
"Independent ",0.734366857192731,"3","3","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","4 - No bias at all","3","3"
"Independent ",0.986793553636056,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.24680632386779,"5","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","6","5","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",0.6881998013553,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","2","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.567692203057534,"6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","2","2","7 - Conservative or pro-Republican party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","2"
"Independent ",0.633787498642761,"6","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Democrat ",0.680141823754453,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","3","6"
"Democrat ",1.42513885806255,"3","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","7 - Conservative or pro-Republican party bias","2","3"
"Democrat ",0.567692203057534,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","5","3","7 - Conservative or pro-Republican party bias","3","3"
"Democrat ",0.616430052993772,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","3","4 - No bias at all"
"Independent ",1.16183159702502,"4 - No bias at all","4 - No bias at all","3","2","3","2","6","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",1.39196955152836,"4 - No bias at all","3","2","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","6","1 - Liberal or pro-Democratic party bias","2"
"Democrat ",1.10168400176603,"5","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","2","5"
"Independent ",1.19626643440477,"7 - Conservative or pro-Republican party bias","5","5","5","5","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","5"
"Democrat ",1.39196955152836,"6","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","4 - No bias at all"
"Republican ",1.4821940789721,"5","3","3","2","3","2","5","6","3","3"
"Republican ",0.819867757562202,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.69869550546494,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","5","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.633787498642761,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","6","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.67793085934152,"1 - Liberal or pro-Democratic party bias","2","3","2","2","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","2","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.600800788910784,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","5","4 - No bias at all"
"Republican ",0.986793553636056,"1 - Liberal or pro-Democratic party bias","4 - No bias at all","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Not sure",1.16183159702502,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.39196955152836,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","2","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","3","3"
"Democrat ",0.600800788910784,"4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","6","7 - Conservative or pro-Republican party bias","5","4 - No bias at all"
"Other ",1.24680632386779,"2","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","3","2"
"Independent ",1.16183159702502,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.2615778569208,"5","4 - No bias at all","3","5","5","5","5","7 - Conservative or pro-Republican party bias","3","5"
"Independent ",1.18624358675689,"3","2","3","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Democrat ",1.18624358675689,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
